oldcode,povrate60,year,sum2count,pop5_9,sum5964,sumpop,rate_5964
21004,23.16618,62,3,90093,39,540558,7.214767
21005,37.26454,64,0,2210,1,13260,7.541478
21006,34.29545,60,0,1966,1,11796,8.47745
21007,19.46088,62,0,4712,0,28272,0
21008,22.19693,64,0,5061,2,30366,6.586314
21009,29.18681,61,0,4226,3,25356,11.83152
21010,39.41084,63,1,2764,1,16584,6.029908
21011,23.46675,63,0,7058,1,42348,2.361387
21012,43.42019,60,0,2164,0,12984,0
21013,18.03424,60,2,8416,4,50496,7.92142
21014,16.24535,59,1,4079,2,24474,8.171938
21015,32.6879,62,0,1518,0,9108,0
21016,6.288978,64,5,43232,17,259392,6.553787
21017,8.821815,64,6,41995,17,251970,6.746835
21018,36.73274,62,0,1705,1,10230,9.775171
21019,33.40442,59,0,4877,3,29262,10.2522
21020,44.22399,62,0,1883,1,11298,8.851124
21021,31.94555,60,0,2023,0,12138,0
21022,22.71722,60,1,8704,4,52224,7.659314
21023,27.26048,59,0,5138,0,30828,0
21024,40.16103,60,0,2481,0,14886,0
22001,17.70949,62,0,6663,1,39978,2.501376
22002,13.85064,61,0,14146,4,84876,4.712758
22003,16.65288,63,2,36234,16,217404,7.35957
22004,24.34918,61,0,506,0,3036,0
22005,12.0432,62,5,54570,17,327420,5.192108
22006,15.12888,62,0,5743,1,34458,2.902084
22007,11.97813,59,0,42978,12,257868,4.653543
22008,11.65804,64,0,9257,4,55542,7.201757
22009,9.049252,62,3,120086,35,720516,4.85763
22010,15.69966,61,0,300,0,1800,0
22011,7.276654,62,1,52764,18,316584,5.685695
22012,12.34532,63,2,25484,12,152904,7.848062
22013,17.27095,59,1,63079,18,378474,4.755941
22014,12.49904,60,2,56095,14,336570,4.15961
23001,29.34418,62,0,662,0,3972,0
23002,28.37469,60,0,1069,0,6414,0
23003,17.02766,60,0,6942,3,41652,7.202535
23004,17.56269,59,0,3406,1,20436,4.893325
23005,33.398,62,0,1121,0,6726,0
23006,29.52635,59,0,1005,0,6030,0
23007,31.55773,61,0,793,0,4758,0
23008,17.2578,60,0,3445,0,20670,0
23009,14.27936,61,1,12655,4,75930,5.26801
23010,26.52648,63,0,784,0,4704,0
23011,15.17729,63,4,16792,11,100752,10.9179
23012,19.35688,63,0,3688,2,22128,9.038322
23013,14.07372,61,0,15149,5,90894,5.500913
23014,20.33746,63,0,4192,2,25152,7.951654
23015,25.2164,63,0,1439,0,8634,0
23016,32.56054,64,0,1660,1,9960,10.04016
23017,22.79714,61,1,3638,1,21828,4.581272
23018,31.4276,61,0,1271,1,7626,13.11303
23019,16.94095,63,1,4774,1,28644,3.491132
23020,30.40834,60,0,492,0,2952,0
23021,23.30166,60,0,4180,0,25080,0
23022,23.3889,63,0,2419,0,14514,0
23023,13.9067,64,1,5828,2,34968,5.719515
23024,27.32896,59,0,1728,0,10368,0
23025,13.73372,60,2,44414,11,266484,4.127828
23026,24.02177,61,0,1242,0,7452,0
23027,25.85726,62,0,2383,1,14298,6.993985
23028,20.06874,63,0,3501,1,21006,4.760545
23029,19.88134,60,1,4114,3,24684,12.15362
23030,21.59127,60,0,3672,0,22032,0
23031,29.23545,61,1,2987,1,17922,5.579734
23032,30.85523,60,0,4046,0,24276,0
23033,12.9151,59,0,22435,4,134610,2.971547
23034,19.88266,59,1,4768,4,28608,13.9821
23035,25.55639,60,0,1682,0,10092,0
23036,21.53435,64,0,1818,0,10908,0
23037,22.30111,61,1,3873,2,23238,8.606592
23038,12.72252,64,0,14297,4,85782,4.662983
23039,11.87451,63,0,18603,7,111618,6.27139
23040,37.05002,61,0,454,0,2724,0
23041,13.06391,63,2,42141,13,252846,5.141469
23042,30.77233,63,0,182,0,1092,0
23043,43.54222,62,0,493,1,2958,33.80663
23044,19.65441,63,0,4701,0,28206,0
23045,32.59991,63,0,1039,0,6234,0
23046,16.88506,61,0,8869,3,53214,5.637614
23047,17.35256,63,0,4455,1,26730,3.741115
23048,29.28843,61,0,727,0,4362,0
23049,29.26782,62,0,1274,0,7644,0
23050,9.502703,61,0,52979,15,317874,4.718851
23051,19.24343,63,0,1916,1,11496,8.698678
23052,20.11942,64,0,5858,2,35148,5.690224
23053,19.03897,63,0,2260,2,13560,14.74926
23054,28.92709,60,0,1898,0,11388,0
23055,28.95663,63,0,2800,0,16800,0
23056,12.71057,62,0,6917,2,41502,4.819045
23057,34.28239,60,0,818,0,4908,0
23058,16.00823,59,0,12415,5,74490,6.71231
23059,23.36459,61,0,3853,1,23118,4.325634
23060,33.30427,61,0,481,0,2886,0
23061,15.21178,61,0,18192,9,109152,8.245382
23062,26.09484,59,0,2811,0,16866,0
23063,9.854413,61,1,86208,11,517248,2.126639
23064,24.51511,61,0,1854,2,11124,17.97915
23065,36.16424,59,0,995,0,5970,0
23066,25.42099,61,0,1126,0,6756,0
23067,29.89857,61,1,1474,1,8844,11.3071
23068,30.34046,59,0,343,0,2058,0
23069,27.03018,60,0,832,1,4992,20.03205
23070,12.24465,59,0,12202,3,73212,4.097689
23071,25.14001,64,0,1572,0,9432,0
23072,26.78371,61,0,673,0,4038,0
23073,16.07014,60,2,22803,7,136818,5.116286
23074,20.03539,64,0,12214,3,73284,4.093663
23075,17.22728,61,0,4460,2,26760,7.473842
23076,24.20739,62,0,3625,1,21750,4.597701
23077,30.46475,59,0,1014,0,6084,0
23078,15.28166,60,0,6294,0,37764,0
23079,21.01193,61,0,4946,2,29676,6.739453
23080,20.67409,61,1,5231,2,31386,6.372268
23081,13.15553,62,0,16159,5,96954,5.157085
23082,16.49335,59,10,282592,81,1695552,4.777205
23083,23.46525,60,1,1982,1,11892,8.409015
24001,42.48752,61,0,1203,1,7218,13.85425
24002,6.789649,64,1,12264,2,73584,2.717982
24003,36.44248,61,0,2836,1,17016,5.876822
24004,39.04766,62,1,2625,1,15750,6.349206
24005,29.83691,60,0,2169,0,13014,0
24006,46.03411,64,0,1022,0,6132,0
24007,23.748,62,0,4484,1,26904,3.716919
24008,27.3979,60,1,2974,2,17844,11.20825
24009,15.38405,62,0,3220,0,19320,0
24010,20.56565,60,0,2540,0,15240,0
24011,41.97577,63,0,1775,2,10650,18.77934
24012,31.68947,63,0,1790,0,10740,0
24013,21.01123,64,0,1419,0,8514,0
24014,15.59596,60,0,4527,0,27162,0
24015,39.54941,61,0,954,1,5724,17.4703
24016,16.09267,61,0,372,0,2232,0
24017,30.69773,60,0,1813,0,10878,0
24018,23.34313,61,0,3581,1,21486,4.654193
24019,9.070511,62,0,9869,4,59214,6.755159
24020,27.03334,61,0,1531,0,9186,0
24021,34.49209,61,0,2361,2,14166,14.11831
24022,29.66558,62,0,2675,1,16050,6.23053
24023,31.34111,64,1,2516,1,15096,6.624271
24024,22.13952,64,0,4197,2,25182,7.942181
24025,21.67734,64,0,3595,1,21570,4.636069
24026,38.06997,62,0,908,1,5448,18.35536
24027,9.744424,60,5,88719,22,532314,4.132899
24028,29.15017,62,0,2038,3,12228,24.53386
24029,38.00197,59,0,1035,0,6210,0
24030,24.59145,63,0,1415,2,8490,23.55713
24031,29.31727,62,1,4792,1,28752,3.478019
24032,34.31866,64,0,1812,1,10872,9.19794
24033,30.59345,60,0,949,0,5694,0
24034,26.88281,59,2,3269,5,19614,25.49199
24035,26.33251,60,0,964,0,5784,0
24036,15.79562,60,0,2372,0,14232,0
24037,41.67701,59,0,1473,0,8838,0
24038,11.60586,60,0,1744,0,10464,0
24039,34.45065,64,0,501,0,3006,0
24040,28.46054,62,0,2187,1,13122,7.62079
24041,41.27998,64,0,1077,0,6462,0
24042,31.3809,64,0,2690,0,16140,0
24043,24.84786,64,0,2643,0,15858,0
24044,43.45492,60,0,770,0,4620,0
24045,28.22694,59,0,1644,0,9864,0
24046,26.31084,59,0,3034,0,18204,0
24047,36.22131,62,0,2211,0,13266,0
24048,29.80635,61,0,1573,2,9438,21.19093
24049,38.87062,59,1,3440,2,20640,9.689922
24050,15.14606,61,0,5962,1,35772,2.795482
24051,33.59275,61,1,1829,2,10974,18.2249
24052,20.74883,63,1,2302,2,13812,14.48016
24053,31.97935,63,0,2814,0,16884,0
24054,29.01762,64,0,1199,0,7194,0
24055,15.12948,64,0,7142,1,42852,2.333613
24056,32.84016,61,0,5109,0,30654,0
24057,24.335,64,0,1360,0,8160,0
24058,34.30962,64,0,1829,0,10974,0
24059,34.63592,63,0,1624,0,9744,0
24060,22.43014,64,0,4120,0,24720,0
24061,35.22863,60,0,1324,1,7944,12.58812
24062,10.25578,60,2,45923,11,275538,3.99219
24063,26.69104,60,0,703,0,4218,0
24064,34.37998,64,0,2532,0,15192,0
24065,32.84909,61,0,2626,1,15756,6.346788
24066,22.51968,61,0,3765,0,22590,0
24067,24.24695,63,0,1466,0,8796,0
24068,34.20324,64,0,1382,1,8292,12.05982
24069,17.95557,62,1,25188,11,151128,7.278598
24070,22.45107,63,0,2756,0,16536,0
24071,20.79708,60,0,1425,0,8550,0
24072,30.50556,59,0,1741,0,10446,0
24073,29.39727,61,1,9820,2,58920,3.394433
24074,19.00395,63,0,2695,0,16170,0
24075,36.6125,63,0,1365,0,8190,0
24076,35.87569,60,0,1748,0,10488,0
24077,45.75237,61,0,2622,2,15732,12.71294
24078,42.10796,62,0,880,1,5280,18.93939
24079,25.99414,61,0,1953,0,11718,0
24080,36.12379,60,0,1373,1,8238,12.13887
24081,25.44125,64,0,1761,0,10566,0
24082,10.55963,62,0,6488,1,38928,2.568845
24083,30.84529,59,0,1633,0,9798,0
24084,28.50536,63,0,1271,0,7626,0
24085,23.10822,64,0,4222,0,25332,0
24086,26.04254,60,0,3415,0,20490,0
24087,38.65669,61,0,1711,0,10266,0
25001,44.93089,63,0,4910,1,29460,3.394433
25002,50.22985,59,1,2477,1,14862,6.72857
25003,64.47763,64,0,1988,0,11928,0
25004,61.2204,63,0,2356,0,14136,0
25005,72.92594,60,0,977,0,5862,0
25006,72.00255,61,0,7600,5,45600,10.96491
25007,58.74469,61,0,1792,1,10752,9.300595
25008,78.23111,61,0,1376,0,8256,0
25009,56.76508,64,0,1818,1,10908,9.167583
25010,68.30823,63,0,904,1,5424,18.43658
25011,73.88206,63,0,1334,0,8004,0
25012,65.73821,63,0,1930,1,11580,8.635578
25013,56.83925,61,0,2345,2,14070,14.21464
25014,64.68443,60,1,6231,6,37386,16.04879
25015,63.18005,60,1,3240,5,19440,25.72017
25016,58.76339,64,0,1612,1,9672,10.33912
25017,66.87966,64,0,3281,1,19686,5.079752
25018,39.81928,61,1,5594,5,33564,14.89691
25019,57.93793,63,0,1067,0,6402,0
25020,46.12342,61,0,1265,1,7590,13.17523
25021,70.54293,61,0,981,1,5886,16.98947
25022,55.7858,59,0,2227,2,13362,14.96782
25023,49.2997,63,0,1617,0,9702,0
25024,33.21518,64,1,12689,3,76134,3.940421
25025,36.69951,63,2,22096,9,132576,6.788559
25026,73.45987,62,0,3496,4,20976,19.06941
25027,76.97984,60,1,2705,2,16230,12.32286
25028,81.57027,59,0,429,1,2574,38.85004
25029,49.01651,64,0,1483,0,8898,0
25030,27.54323,63,0,6703,3,40218,7.459347
25031,61.97041,63,0,2021,1,12126,8.246742
25032,79.83694,59,0,1339,1,8034,12.4471
25033,66.91789,64,0,1686,0,10116,0
25034,39.42144,64,1,6646,9,39876,22.56997
25035,74.87743,61,0,1483,1,8898,11.23848
25036,53.68322,59,0,2139,0,12834,0
25037,47.45563,61,0,1566,1,9396,10.64283
25038,42.17578,63,2,7408,4,44448,8.99928
25039,58.46304,63,1,1221,1,7326,13.65001
25040,65.489,59,0,2210,1,13260,7.541478
25041,42.94575,60,2,4228,5,25368,19.70987
25042,64.14461,62,0,6251,5,37506,13.3312
25043,48.06483,64,0,3100,0,18600,0
25044,45.12955,63,2,5328,5,31968,15.64064
25045,67.58493,64,0,4473,5,26838,18.6303
25046,53.54998,60,2,2729,3,16374,18.32173
25047,73.2767,60,0,3374,1,20244,4.939735
25048,49.59949,59,0,3778,1,22668,4.411505
25049,62.41289,61,0,1600,0,9600,0
25050,58.3302,61,0,2370,2,14220,14.0647
25051,56.42608,61,0,2111,4,12666,31.58061
25052,73.9986,59,0,2207,1,13242,7.551729
25053,56.30774,62,0,2881,1,17286,5.785028
25054,69.29785,59,1,3610,1,21660,4.616805
25055,46.30777,59,0,2696,3,16176,18.54599
25056,59.89767,63,0,1055,0,6330,0
25057,53.07844,59,1,4320,2,25920,7.716049
25058,60.14148,59,1,1733,1,10398,9.617234
25059,59.266,63,0,1762,0,10572,0
25060,73.61789,60,0,2981,2,17886,11.18193
25061,43.05924,64,0,3503,0,21018,0
25062,60.84792,61,1,2515,1,15090,6.626905
25063,72.37075,63,0,1543,1,9258,10.80147
25064,58.10296,64,0,2403,1,14418,6.935775
25065,58.94094,61,0,1632,0,9792,0
25066,49.56522,60,0,747,1,4482,22.31147
25067,71.1115,63,0,6279,4,37674,10.6174
25068,75.83963,64,0,3331,1,19986,5.003502
25069,68.06315,61,1,2322,1,13932,7.177721
25070,55.21193,62,0,1583,1,9498,10.52853
25071,53.61285,60,0,1370,0,8220,0
25072,77.81367,62,1,2364,3,14184,21.15059
25073,58.71204,60,0,2012,0,12072,0
25074,59.64688,62,0,1624,1,9744,10.26273
25075,47.28231,62,0,4845,0,29070,0
25076,55.09047,63,2,10460,9,62760,14.34034
25077,61.14566,59,0,1928,1,11568,8.644537
25078,65.13288,61,1,1102,2,6612,30.24803
25079,70.66877,64,0,1822,1,10932,9.147457
25080,56.54118,61,0,2337,2,14022,14.2633
25081,59.86822,64,1,1414,2,8484,23.57379
25082,62.03357,60,0,4036,1,24216,4.129501
26001,34.61273,63,0,1506,0,9036,0
26002,32.27605,62,0,1056,0,6336,0
26003,33.88495,63,0,826,0,4956,0
26004,24.69141,61,0,2750,0,16500,0
26005,42.26244,61,0,1630,1,9780,10.22495
26006,39.70561,63,0,959,1,5754,17.37922
26007,33.92316,61,0,1412,0,8472,0
26008,38.55001,64,0,721,1,4326,23.11604
26009,51.47935,63,0,910,1,5460,18.31502
26010,21.83126,62,0,4349,1,26094,3.832299
26011,18.86342,61,0,8070,3,48420,6.195787
26012,49.58583,59,0,3450,4,20700,19.32367
26013,40,61,0,715,0,4290,0
26014,27.24039,59,0,2002,0,12012,0
26015,41.62876,63,0,768,0,4608,0
26016,27.19163,63,1,4121,2,24726,8.088652
26017,35.64886,63,0,1163,0,6978,0
26018,56.36758,59,0,402,0,2412,0
26019,25.39486,64,0,2988,1,17928,5.577867
26020,40.8512,59,0,731,0,4386,0
26021,39,61,0,1112,0,6672,0
26022,37.08989,64,0,1149,0,6894,0
26023,34.74439,62,0,808,0,4848,0
26024,9.505135,59,1,10388,1,62328,1.604415
26025,31.69861,62,0,1010,0,6060,0
26026,19.65229,59,0,3757,2,22542,8.872327
26027,29.23992,61,0,1360,0,8160,0
26028,38.21468,63,1,1203,2,7218,27.70851
26029,48.62715,59,0,666,0,3996,0
26030,48.68559,60,0,786,0,4716,0
26031,40.26553,60,0,743,0,4458,0
26032,36.38796,64,0,657,0,3942,0
26033,43.20271,62,0,916,0,5496,0
26034,54.64905,61,0,913,0,5478,0
26035,51.5459,64,0,4250,1,25500,3.921569
26036,22.14887,61,0,4519,2,27114,7.376263
26037,31.95566,63,0,1045,1,6270,15.94896
26038,40.57971,64,0,726,0,4356,0
26039,24.54397,64,0,11743,5,70458,7.096426
26040,35.82857,60,0,962,0,5772,0
26041,45.41972,64,0,987,1,5922,16.88619
26042,33.50625,61,0,1606,1,9636,10.37775
26043,50.11302,62,0,385,0,2310,0
26044,35.62452,63,0,673,0,4038,0
26045,35.62199,59,1,942,1,5652,17.69285
26046,45.32809,62,0,2205,1,13230,7.558579
26047,45.8444,62,0,737,0,4422,0
26048,16.75953,64,2,59772,31,358632,8.643958
26049,29.29652,60,2,7354,6,44124,13.59804
26050,16.20752,63,0,8309,3,49854,6.017571
26051,29.06941,60,0,2430,1,14580,6.858711
26052,36.62251,60,0,577,0,3462,0
26053,42.14335,61,1,1854,1,11124,8.989573
26054,27.47041,59,0,2302,0,13812,0
26055,33.97565,61,1,2042,2,12252,16.32387
26056,30.91975,59,0,920,0,5520,0
26057,30.22553,62,0,1476,0,8856,0
26058,35.65388,63,0,1374,0,8244,0
26059,36.54527,64,0,1447,0,8682,0
26060,50.33413,63,0,945,0,5670,0
26061,35.36033,64,0,1307,1,7842,12.75185
26062,38.1367,61,0,922,0,5532,0
26063,42.51155,62,0,737,0,4422,0
26064,27.1885,62,0,2734,1,16404,6.096074
26065,41.74825,64,0,437,0,2622,0
26066,37.94578,60,0,1340,0,8040,0
26067,56.15516,60,0,2388,1,14328,6.979341
26068,36.82827,64,0,911,0,5466,0
26069,40.08276,59,0,952,0,5712,0
26070,35.97599,64,0,977,0,5862,0
26071,40.41253,61,0,799,0,4794,0
26072,62.59502,61,1,3773,2,22638,8.834702
26073,31.9477,61,0,3008,0,18048,0
26074,37.57999,64,0,1974,2,11844,16.88619
26075,51.93146,60,0,843,0,5058,0
26076,37.14078,59,0,1133,0,6798,0
26077,52.38928,62,0,593,0,3558,0
26078,62.97789,59,0,4692,3,28152,10.65644
26079,36.48815,64,0,1658,0,9948,0
26080,28.26674,60,0,3252,1,19512,5.125051
26081,32.5816,62,0,2243,2,13458,14.86105
26082,35.46789,60,0,1546,3,9276,32.34153
26083,14.79454,59,0,2556,0,15336,0
26084,43.92852,64,0,1059,0,6354,0
26085,33.63843,63,0,3212,1,19272,5.188875
26086,51.56318,61,0,539,0,3234,0
26087,28.11375,61,0,756,0,4536,0
26088,30.57927,64,0,1912,1,11472,8.716876
26089,25.63301,63,0,1535,0,9210,0
26090,49.8835,61,0,545,0,3270,0
26091,57.44408,62,0,868,0,5208,0
26092,12.43386,60,0,6243,3,37458,8.00897
26093,47.82911,61,0,654,0,3924,0
26094,29.5232,60,0,3509,0,21054,0
26095,6.881126,60,2,82252,12,493512,2.431552
26096,24.59961,64,3,66033,22,396198,5.552779
26097,26.12272,60,0,1463,1,8778,11.39212
26098,27.67084,59,0,2058,0,12348,0
26099,46.93097,59,0,387,0,2322,0
26100,34.45131,63,0,534,0,3204,0
26101,37.76123,62,0,3599,0,21594,0
26102,56.29004,59,1,676,1,4056,24.65483
26103,34.2003,63,0,765,0,4590,0
26104,48.22536,60,0,3169,0,19014,0
26105,42.69717,62,0,740,1,4440,22.52252
26106,39.64244,59,0,693,1,4158,24.05002
26107,46.68357,62,0,864,1,5184,19.29012
26108,43.01273,59,0,1696,1,10176,9.827044
26109,33.31312,61,0,1523,1,9138,10.94331
26110,26.17513,59,1,829,2,4974,40.20909
26111,45.95241,60,0,1782,0,10692,0
26112,60.09212,64,0,812,1,4872,20.52545
26113,47.65557,62,0,1271,0,7626,0
26114,40.97735,64,0,343,0,2058,0
26115,48.68207,63,1,1330,1,7980,12.53133
27001,20.44492,61,0,641,0,3846,0
27002,34.61918,61,0,1256,1,7536,13.26964
27003,34.65196,61,0,1036,0,6216,0
27004,24.29765,61,0,299,0,1794,0
27005,23.24582,62,0,829,0,4974,0
27006,27.59051,63,0,271,0,1626,0
27007,14.10478,59,0,8293,0,49758,0
27008,18.46997,59,0,966,0,5796,0
27009,20.32288,62,0,1462,1,8772,11.39991
27010,29.99196,63,0,427,0,2562,0
27011,20.01818,64,0,1609,0,9654,0
27012,19.97916,63,0,2020,1,12120,8.250825
27013,22.79245,64,0,490,1,2940,34.01361
27014,23.71851,59,0,1668,0,10008,0
27015,17.01123,59,0,3889,2,23334,8.571183
27016,18.32405,61,0,2560,1,15360,6.510417
27017,32.01947,60,0,223,0,1338,0
27018,36.44568,61,0,1529,0,9174,0
27019,32.93904,63,0,134,0,804,0
27020,16.53961,62,0,318,0,1908,0
27021,14.77028,59,0,2278,0,13668,0
27022,25.73134,63,0,419,0,2514,0
27023,22.049,60,0,350,0,2100,0
27024,30.51216,62,0,1486,1,8916,11.21579
27025,13.92966,62,0,2978,1,17868,5.596597
27026,15.8871,64,0,330,0,1980,0
27027,15.70413,61,0,1581,1,9486,10.54185
27028,32.65113,59,0,403,0,2418,0
27029,27.03177,61,0,554,0,3324,0
27030,23.77707,61,0,252,0,1512,0
27031,6.284153,63,0,356,0,2136,0
27032,14.02935,61,0,4750,1,28500,3.508772
27033,21.77704,64,0,529,0,3174,0
27034,16.37132,63,0,1365,0,8190,0
27035,22.16097,59,0,84,0,504,0
27036,27.44677,63,0,697,0,4182,0
27037,24.46852,62,0,974,0,5844,0
27038,21.26971,61,0,315,0,1890,0
27039,16.78583,60,0,691,0,4146,0
27040,30.72113,61,0,284,0,1704,0
27041,29.85797,61,0,1282,0,7692,0
27042,26.4681,64,0,1239,0,7434,0
27043,37.37109,60,0,1635,0,9810,0
27044,34.08019,60,1,732,1,4392,22.76867
27045,18.49159,59,0,713,0,4278,0
27046,23.19209,63,0,782,0,4692,0
27047,20.49432,63,0,4985,0,29910,0
27048,14.03223,60,0,630,0,3780,0
27049,27.73652,64,0,311,0,1866,0
27050,20.85856,64,0,869,0,5214,0
27051,13.1137,59,0,989,0,5934,0
27052,24.97972,61,0,171,0,1026,0
27053,19.99519,61,0,2073,0,12438,0
27054,21.55477,62,0,329,0,1974,0
27055,35.70537,63,0,206,0,1236,0
27056,13.2699,59,1,9504,2,57024,3.507295
27057,,,,2,0,12,0
28001,18.23159,59,1,2770,2,16620,12.03369
28002,40.20557,64,0,1097,0,6582,0
28003,18.70287,63,0,71,0,426,0
28004,12.73938,64,0,151,0,906,0
28005,36.20072,60,0,108,0,648,0
28006,37.41444,63,0,1043,0,6258,0
28007,19.82684,61,0,1359,0,8154,0
28008,48.59198,59,0,476,0,2856,0
28009,29.51671,64,0,430,0,2580,0
28010,27.14013,64,0,2549,0,15294,0
28011,30.08216,59,0,1047,0,6282,0
28012,36.37543,61,0,1037,0,6222,0
28013,24.84615,62,0,1968,0,11808,0
28014,40.93935,64,0,1772,0,10632,0
28015,25.85895,62,0,439,0,2634,0
28016,23.85693,60,0,866,1,5196,19.24557
28017,14.83685,62,0,1929,0,11574,0
28018,31.79348,64,0,858,0,5148,0
28019,32.9649,63,0,926,0,5556,0
28020,32.97539,59,0,1377,1,8262,12.10361
28021,33.4399,60,0,1641,1,9846,10.15641
28022,19.64459,63,0,1450,0,8700,0
28023,25.27995,60,0,965,0,5790,0
28024,25.21569,59,0,2132,1,12792,7.817386
28025,16.91358,61,0,301,0,1806,0
28026,32.11459,64,0,867,0,5202,0
28027,19.33003,63,1,3409,1,20454,4.889019
28028,12.68362,59,2,36803,12,220818,5.43434
28029,32.51109,62,0,350,0,2100,0
28030,31.58062,60,0,942,0,5652,0
28031,37.35546,64,0,478,0,2868,0
28032,29.75975,64,0,431,0,2586,0
28033,30.46835,60,0,744,0,4464,0
28034,27.38561,62,0,2505,0,15030,0
28035,25.67372,63,0,357,0,2142,0
28036,34.14275,62,0,284,0,1704,0
28037,26.31791,60,0,227,0,1362,0
28038,21.71815,63,0,107,0,642,0
28039,46.20491,62,0,554,0,3324,0
28040,22.15816,59,0,3975,1,23850,4.192872
28041,23.65074,60,0,1006,0,6036,0
28042,29.51375,64,0,505,0,3030,0
28043,29.39914,63,0,211,0,1266,0
28044,23.72569,60,0,523,0,3138,0
28045,40.52463,62,0,1539,0,9234,0
28046,20.21997,62,0,123,1,738,135.5014
28047,37.888,59,0,648,0,3888,0
28048,28.48521,61,0,1074,0,6444,0
28049,42.40566,59,0,615,0,3690,0
28050,21.49235,61,0,656,0,3936,0
28051,21.89371,64,0,872,0,5232,0
28052,36.83536,64,0,158,0,948,0
28053,11.67537,61,0,1038,0,6228,0
28054,37.23697,61,0,1371,1,8226,12.15658
28055,13.667,60,0,14351,4,86106,4.645437
28056,20.81586,63,0,3179,1,19074,5.242739
28057,23.00885,63,0,110,0,660,0
28058,30.86844,62,0,100,0,600,0
28059,18.65966,60,0,89,0,534,0
28060,23.45457,62,0,2472,1,14832,6.742179
28061,34.3966,59,0,886,0,5316,0
28062,25.71757,62,0,774,0,4644,0
28063,37.35027,59,0,558,0,3348,0
28064,35.66922,60,0,821,1,4926,20.30045
28065,28.50566,60,0,831,0,4986,0
28066,27.04767,63,0,1578,0,9468,0
28067,43.25971,63,0,505,0,3030,0
28068,23.07866,59,0,435,0,2610,0
28069,20.76412,61,0,987,0,5922,0
28070,40.36982,64,0,907,0,5442,0
28071,23.66622,63,2,2938,4,17628,22.69117
28072,29.2666,61,0,757,0,4542,0
28073,19.84229,60,0,1366,0,8196,0
28074,30.20758,64,0,1211,0,7266,0
28075,30.94874,60,0,287,0,1722,0
28076,28.73421,60,0,1082,0,6492,0
28077,13.51081,59,0,3731,0,22386,0
28078,28.30092,61,0,1807,0,10842,0
28079,23.24814,60,0,3908,1,23448,4.264756
28080,34.27601,59,0,1319,1,7914,12.63584
28081,23.14986,61,0,1017,0,6102,0
28082,38.94257,59,0,561,0,3366,0
28083,20.42809,63,0,291,0,1746,0
28084,38.11206,60,0,654,1,3924,25.4842
28085,35.4603,61,0,864,2,5184,38.58025
28086,28.65221,62,0,113,0,678,0
28087,42.0442,61,0,828,0,4968,0
28088,36.18683,62,0,664,0,3984,0
28089,23.00863,63,0,1249,0,7494,0
28090,28.73476,59,0,978,0,5868,0
28091,32.50794,61,0,566,0,3396,0
28092,28.70066,61,0,161,0,966,0
28093,24.93284,60,0,1342,0,8052,0
29001,17.65868,63,0,847,0,5082,0
29002,11.50625,62,0,13053,8,78318,10.21477
29003,14.63557,61,0,360,0,2160,0
29004,14.99315,64,0,1304,0,7824,0
29005,14.28571,64,0,53,0,318,0
29006,29.32432,64,0,62,0,372,0
29007,15.95875,59,0,541,1,3246,30.80715
29008,21.49274,59,0,172,0,1032,0
29009,34.41955,61,0,276,0,1656,0
29010,18.67966,60,1,680,1,4080,24.5098
29011,14.68612,60,0,776,0,4656,0
29012,19.50502,62,0,364,0,2184,0
29013,11.56311,63,0,716,0,4296,0
29014,15.8867,59,0,330,1,1980,50.50505
29015,10.72125,60,0,43,0,258,0
29016,11.1145,61,1,8074,3,48444,6.192718
29017,18.44057,60,0,1126,0,6756,0
30001,15.03173,61,0,2816,0,16896,0
30002,25.04649,61,0,1456,0,8736,0
30003,13.82255,60,0,4297,2,25782,7.75735
30004,15.47264,64,0,3942,0,23652,0
30005,20.02801,64,0,4553,0,27318,0
30006,12.82508,61,1,17722,9,106332,8.464056
30007,14.54545,64,0,6340,2,38040,5.257624
30008,14.74411,64,0,10048,3,60288,4.976115
30009,13.39541,59,0,5771,2,34626,5.776007
30010,18.99147,59,0,3000,2,18000,11.11111
31001,22.77329,62,1,14046,4,84276,4.74631
31002,5.378932,60,6,79208,23,475248,4.839579
31003,12.25019,59,2,22200,8,133200,6.006006
31004,12.0772,62,4,39054,19,234324,8.108431
31005,22.03668,59,0,3750,1,22500,4.444445
31006,20.89878,62,2,10464,8,62784,12.7421
31007,13.79936,61,7,79301,23,475806,4.833903
31008,13.58724,62,0,14401,7,86406,8.101289
31009,12.91426,61,6,50028,18,300168,5.996642
31010,13.73369,61,0,5236,1,31416,3.183091
31011,11.96779,62,2,24118,7,144708,4.837327
31012,7.67433,62,3,49565,12,297390,4.035105
31013,13.79294,62,5,34671,15,208026,7.210637
31014,6.575052,62,1,27774,12,166644,7.200979
31015,17.36638,63,0,10474,2,62844,3.182484
31016,11.62632,60,4,37230,13,223380,5.819679
31017,17.4154,61,0,5998,1,35988,2.778704
31018,7.35635,62,1,14983,3,89898,3.337115
31019,15.08345,64,1,5001,3,30006,9.998
31020,7.523149,59,3,48728,18,292368,6.156624
31021,15.67636,62,0,5982,3,35892,8.358409
32001,18.96403,60,0,32405,6,194430,3.085943
32002,37.70891,63,0,311,0,1866,0
32003,25.30099,61,0,7083,1,42498,2.353052
32004,36.53186,63,0,1567,1,9402,10.63603
