oldcode,_type_,_freq_,pctsch14_1960,pctsch5_34_1960,pct_hsormore_25plus_1960,pop14_17_1960,pop5_34_1960,pop25plus_1960,povrate60
16069,0,1,93,.5607167,47.5,906,5748,8928,26.92684
16070,0,1,85.6,.5500448,38.7,2111,14517,19307,18.8867
16071,0,1,89.8,.5712168,40.6,1185,8095,10651,25.48653
16072,0,1,86.9,.593842,35.7,655,4417,5514,32.50097
16073,0,1,93.1,.5656053,45.4,1283,8071,13329,29.05191
16074,0,1,95.5,.6201259,47.9,1047,6668,7958,37.33397
16075,0,1,94,.6181164,40.9,1633,10841,12865,30.35662
16076,0,1,95.7,.6337057,48.4,1026,6088,7975,28.17487
16077,0,1,89.6,.5311424,55.5,14640,122020,147824,12.33764
16078,0,1,88.3,.5378624,44.7,4954,38772,44828,16.85828
16079,0,1,91.6,.6144828,51.4,1182,8700,10496,26.39694
16080,0,1,96.1,.6307837,47.8,577,3177,4812,44.08453
16081,0,1,93.9,.6063726,44.1,1163,7187,9752,26.21568
16082,0,1,91.2,.5520597,45.3,6760,54476,65317,12.63291
16083,0,1,94.3,.595964,42,1152,6987,8518,34.80336
16084,0,1,87.9,.5993348,30.1,1835,12327,13658,31.16008
16085,0,1,92.6,.670985,64.1,2482,26090,24124,16.58405
16086,0,1,93.6,.5816168,41.9,1489,9030,12402,26.66884
16087,0,1,96.2,.6443816,39.6,713,3889,6463,41.04346
16088,0,1,94.2,.5962442,44.2,869,5325,8422,31.38127
16089,0,1,93.5,.5937911,42,686,3801,5962,35.03335
16090,0,1,91.2,.5721098,41,2868,19713,26871,19.45827
16091,0,1,93.9,.5950305,52.5,1362,9981,10996,18.50745
16092,0,1,91.9,.5855845,46.2,1304,8255,11117,25.6673
16093,0,1,96.7,.5904495,41.3,632,3560,6360,38.67116
16094,0,1,90.8,.5556024,48.4,2893,21321,26483,17.35229
16095,0,1,89.2,.5802383,44,867,5708,7370,24.5925
16096,0,1,92.5,.6240334,37.4,1340,9828,11477,33.28993
16097,0,1,88.3,.5635996,45.5,6239,48027,60098,17.94718
16098,0,1,96.4,.6133608,44.1,772,4371,5888,24.79522
16099,0,1,95.2,.6180522,48.7,1314,8420,10986,19.27852
17001,0,1,90.8,.5739062,38.1,1057,6400,9983,31.12444
17002,0,1,85.8,.5765011,33.9,580,3464,5424,29.06123
17003,0,1,91.8,.6020652,44.1,1346,9200,11708,23.91578
17004,0,1,98.6,.595063,46.6,583,3808,5044,20.75124
17005,0,1,93.3,.5664513,50.1,1994,15011,17591,15.32741
17006,0,1,83.9,.5563796,35.8,1001,5933,10337,32.56394
17007,0,1,91.3,.5759237,42,820,4926,8300,33.7564
17008,0,1,89.6,.5466674,46.2,2536,17689,21303,16.41571
17009,0,1,87.1,.6042216,48.1,259,1516,2445,28.72016
17010,0,1,90.9,.5605066,34.4,409,2132,3845,37.22452
17011,0,1,91.8,.5777306,33.3,1579,8954,13476,30.29949
17012,0,1,95.8,.6097438,36.5,306,1991,2883,24.67134
17013,0,1,94.2,.5615051,51.2,210,1382,2045,26.70048
17014,0,1,93.3,.6108215,40.8,658,4029,6775,24.5423
17015,0,1,93.8,.6114877,44,973,5606,8749,26.3664
17016,0,1,88.4,.5948136,38.7,611,3085,5337,37.39005
17017,0,1,98.3,.6113671,48.2,227,1302,1975,29.54128
17018,0,1,88.9,.5535418,40,2301,16277,22399,21.5112
17019,0,1,91.2,.6296786,38.1,2091,14374,22996,28.15963
17020,0,1,96,.560546,44.5,352,2271,3487,24.95274
17021,0,1,91.4,.5660954,46.7,1328,8518,13128,21.83811
17022,0,1,94.1,.5993837,36.1,612,3894,5625,28.75053
17023,0,1,92.2,.6745098,57.7,2317,23970,20973,18.49181
17024,0,1,93.1,.601711,48.1,358,2104,3011,28.58272
17025,0,1,88.9,.5894737,34.6,330,1710,3365,37.1939
17026,0,1,87.2,.5969595,45,1335,11314,10008,22.75249
17027,0,1,95.4,.6444137,39.9,530,2891,4835,21.51849
17028,0,1,92,.576381,48.8,1060,7875,7986,21.71626
17029,0,1,96.4,.6077545,50,1289,9517,11421,17.90485
17030,0,1,92.4,.5777282,39.5,1179,8073,11650,27.09466
17031,0,1,76.6,.34375,53.5,1399,16288,13431,26.57348
17032,0,1,91,.5816818,44.5,273,1867,2167,23.65984
17033,0,1,91.4,.5442043,46.6,329,2545,2949,23.85274
17034,0,1,89.3,.5286074,51.3,352,2779,2567,9.601068
17035,0,1,86.9,.5688499,46.7,328,1939,2448,29.10921
17036,0,1,0,.5738523,47.7,144,1002,1063,14.85196
17037,0,1,92.9,.5745806,40.5,769,4351,7058,24.94552
17038,0,1,94,.5748187,45.7,224,1517,1676,18.38054
17039,0,1,95.1,.6055787,46,635,3836,5896,17.05644
17040,0,1,92.2,.5754347,48.9,1614,11732,14461,16.35713
17041,0,1,76.9,.5493992,57.5,221,1498,1511,12.83651
17042,0,1,100,.5787966,48.8,217,1396,1705,21.22422
17043,0,1,89.1,.5722222,42.3,704,3960,6356,30.77149
17044,0,1,92,.5598003,43.7,768,4607,6621,25.75076
17045,0,1,94.8,.5877427,47.2,493,2627,4632,33.24397
17046,0,1,94.3,.5861455,70.9,8350,68541,77703,6.696932
17047,0,1,98.2,.5655308,47.8,229,1526,1594,16.22751
17048,0,1,97.9,.6192725,45.6,729,4234,5674,21.60725
17049,0,1,96.3,.6298174,53.2,329,1972,2741,16.03711
17050,0,1,80.9,.5661663,38,1990,10859,16104,31.75528
17051,0,1,0,.5499645,57.9,207,1411,1666,22.12479
17052,0,1,79,.4699585,42.4,2400,21670,28773,20.05403
17053,0,1,98.8,.5848876,42.6,326,2091,3545,25.72736
17054,0,1,91.7,.5865772,37.8,568,2980,5336,30.87167
17055,0,1,88,.5747368,47.9,279,1900,2136,18.31832
17056,0,1,86.1,.6514955,50.1,1510,12304,14712,25.81915
17057,0,1,84.5,.5903071,47.7,1594,10647,13828,18.38799
17058,0,1,77.6,.5558372,38.7,1036,6313,8939,20.53346
17059,0,1,95.3,.5789653,41.7,964,5876,9735,31.6092
17060,0,1,97.5,.5739693,49.1,349,2474,3060,23.69086
17061,0,1,92.6,.5611354,36.3,1318,7786,12261,23.50474
17062,0,1,93,.602169,48.3,634,3504,5394,25.8754
17063,0,1,91.8,.590624,40,2943,18494,27040,26.58186
17064,0,1,89.5,.5877566,44,480,2826,4581,31.64772
17065,0,1,87.6,.5632048,50.6,243,1685,1699,12.78578
17066,0,1,97.5,.6060946,39.4,889,5349,7392,37.50697
17067,0,1,89.7,.573473,38.9,1281,7826,11641,28.55608
17068,0,1,99,.6252752,45.2,381,2271,3187,28.32003
17069,0,1,94.1,.6160542,42.5,544,3102,4956,26.55951
17070,0,1,88.2,.5739012,41.8,875,5142,7720,29.34033
17071,0,1,93.1,.5601704,48.3,447,2817,4659,29.11084
17072,0,1,96.7,.5693402,48.5,409,2531,4268,24.43787
17073,0,1,93.1,.5870016,46.8,649,3862,6575,19.02572
17074,0,1,95.6,.5796034,42.1,568,3530,5241,24.79301
17075,0,1,96.5,.5929782,44.6,767,4899,7191,27.87555
17076,0,1,95.5,.565457,49.8,732,5263,7046,18.07259
17077,0,1,93.2,.5746018,44.9,331,2386,2929,21.49248
17078,0,1,85.8,.5485589,48.2,3742,26473,32841,17.55693
17079,0,1,95.5,.6024164,42.2,596,3559,6304,32.48005
17080,0,1,97,.6217458,53.2,892,5877,8064,17.02342
17081,0,1,75.7,.5187958,64.4,1978,25245,17958,22.92177
17082,0,1,94.7,.6122212,47.5,679,4304,5310,20.41561
17083,0,1,92,.5796179,37.6,433,2512,3717,22.75991
17084,0,1,94.6,.6242751,46.5,790,4828,6680,18.27264
17085,0,1,91.5,.4486032,58.8,2724,27599,27241,15.38182
17086,0,1,86.2,.5686513,51.8,392,2469,2752,19.45119
17087,0,1,88.9,.5221587,54.9,19698,168399,180421,13.85998
17088,0,1,90.2,.532145,53.4,906,8135,8143,12.50393
17089,0,1,85.7,.4793982,54.3,7178,65868,77879,15.60994
17090,0,1,97.4,.6178375,43.5,282,2007,2224,32.68551
17091,0,1,97.6,.5980326,43.6,456,2948,3790,19.22296
17092,0,1,94.3,.5570606,40.2,449,2953,4950,31.52202
17093,0,1,96.8,.5830497,46.8,534,2938,4606,23.00398
17094,0,1,0,.539924,49.7,131,1052,1083,17.95238
17095,0,1,87.1,.5575424,53.4,333,2181,2264,14.28571
17096,0,1,95,.6082752,45.9,1669,10755,14719,18.2844
17097,0,1,93.7,.5479086,52.4,491,3371,4005,17.96438
17098,0,1,97,.6042587,42.3,369,2489,2955,23.3672
17099,0,1,91.3,.5258654,42.6,440,2571,4089,31.89349
17100,0,1,0,.6223176,48,144,932,1135,23.16583
17101,0,1,86,.568823,34,737,4112,6683,37.38453
17102,0,1,97,.631539,46.9,207,1319,1400,28.43243
17103,0,1,87.6,.5727127,37.2,895,5006,8133,28.27554
17104,0,1,90.7,.5723304,36.8,353,1901,3510,32.41187
17105,0,1,84.5,.5229107,37.8,10742,85244,101550,16.65832
18001,0,1,66.7,.4863204,14.9,1186,6835,8036,59.4622
18002,0,1,72.2,.478624,15.3,801,5029,7413,53.51461
18003,0,1,76,.4819749,23.9,571,3828,4941,33.73228
18004,0,1,88.6,.5261905,27.8,560,3360,5134,38.96831
18005,0,1,75.3,.4664769,18.4,1851,12648,16182,47.23883
18006,0,1,78.4,.5189348,17.2,685,4093,5051,57.90098
18007,0,1,78.1,.5756067,17.7,3354,17677,17206,64.76141
18008,0,1,83.9,.4966869,36.3,1377,10715,11536,14.63337
18009,0,1,79.5,.4820789,31.9,1236,8370,10189,38.92332
18010,0,1,83.7,.4801238,35.7,3593,24879,28249,27.80985
18011,0,1,86.4,.5206196,31,1387,9360,12447,37.28769
18012,0,1,74.6,.4746201,21.9,461,3093,4364,37.7459
18013,0,1,75.7,.580417,12.3,1487,8058,7004,74.5382
18014,0,1,75.9,.5101947,17.2,1104,6523,8051,49.98285
18015,0,1,77.6,.4662914,20.9,1126,7995,7614,29.1564
18016,0,1,78.1,.552441,13.8,824,4281,5281,57.94942
18017,0,1,82.4,.4973615,25.4,873,5306,7929,42.31292
18018,0,1,83.3,.6114793,30.2,1252,9356,11989,35.19131
18019,0,1,85.5,.5174503,30.8,5075,38624,48242,15.48392
18020,0,1,79.5,.4772525,26.2,366,2242,3466,38.15696
18021,0,1,79,.5230635,24.5,552,3447,4607,39.51364
18022,0,1,75.2,.5245416,14.3,1846,10472,10229,54.01148
18023,0,1,73.7,.5397431,11.7,1299,7083,7247,64.56979
18024,0,1,72.3,.3482737,34.1,2946,30209,27875,38.88912
18025,0,1,81.2,.4875767,30.2,1387,9941,11544,34.59031
18026,0,1,65.7,.5345862,10.3,1947,11334,8721,75.94464
18027,0,1,69.3,.4610286,12.3,718,4375,4515,67.35445
18028,0,1,81.5,.5290415,20.8,632,3495,5174,49.51568
18029,0,1,72.1,.4350125,12.9,590,3593,4359,62.92835
18030,0,1,85.6,.5145421,34.6,4830,34211,36475,28.24276
18031,0,1,68.7,.5297082,11.6,772,3770,4251,61.04983
18032,0,1,80.7,.5319474,9.4,579,3271,2989,60.45296
18033,0,1,68.9,.4768943,14.8,1079,5886,6630,56.41235
18034,0,1,82.4,.5095026,45.4,6847,63193,72798,23.97029
18035,0,1,64.9,.478674,16.4,795,4736,6284,50.33119
18036,0,1,75.9,.5538509,15.8,4037,22358,18898,60.36939
18037,0,1,73.8,.4665357,35.7,1812,13746,16836,21.64688
18038,0,1,71.6,.5070273,26.9,810,4696,6490,45.9027
18039,0,1,81.9,.4888759,21.2,277,1708,2186,36.27576
18040,0,1,70.8,.4488688,22.6,705,4420,5583,42.18639
18041,0,1,80.3,.5220715,23.2,700,4055,5452,31.04173
18042,0,1,86,.5356343,24.3,2036,12053,18475,34.09996
18043,0,1,74,.5363472,12.9,1279,7167,8565,54.06124
18044,0,1,66.6,.456171,15.1,734,5145,6299,42.72222
18045,0,1,86.2,.547766,24.2,2207,14906,14621,37.07141
18046,0,1,84.5,.5196918,20.4,422,2336,3025,47.78354
18047,0,1,56.5,.2742462,39.9,4743,44110,25315,32.9371
18048,0,1,82,.5935923,18.3,4911,26156,24342,54.66656
18049,0,1,76.9,.4807355,29.1,847,5710,8132,33.5351
18050,0,1,72.8,.4980374,15.8,1042,6369,7760,52.71876
18051,0,1,82.4,.5079178,28.9,2300,15282,18538,33.55639
18052,0,1,84.6,.5131023,24.3,791,4732,6427,39.37838
18053,0,1,84.3,.5277978,25.9,494,2770,4003,44.43353
18054,0,1,82.7,.4998221,23.4,2713,16866,21951,37.2474
18055,0,1,72.2,.5483451,8.5,1036,5378,5147,72.31853
18056,0,1,83.7,.4932042,36.1,34622,282747,336080,19.39021
18057,0,1,82.7,.5464473,30.5,776,6868,6983,37.88535
18058,0,1,84.6,.5551125,18.9,1701,9780,10050,60.01725
18059,0,1,84.9,.5030752,31.5,6792,54306,67121,15.95138
18060,0,1,74.5,.5553804,10.6,1796,9516,7316,76.2463
18061,0,1,76.1,.5734177,16.1,2372,12640,12113,72.51512
18062,0,1,81.6,.4831152,21,703,4738,5650,40.13038
18063,0,1,78.6,.5672519,18,2191,12245,12480,59.34849
18064,0,1,78,.5697653,13.9,1053,5583,6368,66.37753
18065,0,1,75.7,.5452778,13.1,659,3600,3623,69.74606
18066,0,1,79.3,.5821974,9.1,965,6089,4325,81.09801
18067,0,1,82,.5827374,13.4,2886,15803,13781,62.05283
18068,0,1,64.5,.4846142,14.4,1129,6597,6334,51.95862
18069,0,1,76.5,.5257921,18.8,1366,7638,8846,51.01981
18070,0,1,80.4,.4885115,20.6,528,3003,4131,45.35096
18071,0,1,76.7,.4855408,21.2,1460,9060,11986,45.63643
18072,0,1,77.9,.3883606,16,348,2629,3756,37.01493
18073,0,1,86.4,.5221718,35,3681,25325,33380,27.44904
18074,0,1,73.9,.5950477,8.5,1366,6502,5607,78.9374
18075,0,1,86.7,.5288867,25.7,731,4033,5341,42.69223
18076,0,1,70,.5698881,30.3,2233,17156,16911,45.36092
18077,0,1,61.4,.5100326,14.9,1046,5831,4991,76.66171
18078,0,1,81.2,.5617808,25.3,1475,8603,7869,46.29854
18079,0,1,85.3,.5010546,27.6,1139,7586,9527,29.60801
18080,0,1,75.4,.5800142,10.2,991,5624,4218,70.12448
18081,0,1,84.2,.4827924,29.5,1229,8165,10439,36.65729
18082,0,1,86.4,.4861878,46.8,1159,10317,8543,29.52361
18083,0,1,59,.5212922,11.2,364,2043,2180,62.82195
18084,0,1,83.4,.4816729,27.7,980,6384,8574,36.91151
18085,0,1,57.6,.409632,12.1,609,3696,4715,58.16728
18086,0,1,72.4,.5078543,13.2,926,5411,6449,63.26203
18087,0,1,77.5,.5062768,25,1014,6293,7271,44.02848
18088,0,1,81.2,.5266228,13.8,914,5315,5577,64.29308
18089,0,1,74,.4867271,20.1,2323,12469,15562,44.42717
18090,0,1,81.1,.5543939,27.1,1705,11095,10334,38.92592
18091,0,1,74.9,.4623239,21.5,446,2840,3956,46.45002
18092,0,1,75.9,.5278226,17.2,1411,7440,10361,50.33738
18093,0,1,87.1,.4394761,27.3,856,6642,7358,27.52268
18094,0,1,74,.4651498,22,535,3472,4883,39.46271
18095,0,1,68.9,.5100231,11.3,453,2594,2715,74.85141
18096,0,1,78.3,.4947489,21.8,663,4380,5590,32.24437
18097,0,1,78.3,.5750376,16.2,3171,18604,15619,61.45668
18098,0,1,77.9,.5514113,15.5,6457,36811,31098,59.7947
18099,0,1,61,.4732779,11.9,543,3368,3215,58.79593
18100,0,1,74.9,.5166378,18.7,2737,16168,18415,58.54304
18101,0,1,91.9,.5821501,17.6,180,986,1488,54.48392
18102,0,1,75,.5244084,13.3,1086,6043,6199,67.84291
18103,0,1,70.9,.606604,25.2,1002,7026,5819,51.68185
18104,0,1,83.7,.5817401,13.2,929,5126,5968,64.56302
18105,0,1,80.9,.5572931,29.7,986,7226,8365,33.79505
18106,0,1,74.8,.4582336,29.1,1308,8356,10365,32.51111
18107,0,1,83.6,.5184355,23.1,746,4909,6695,46.60023
18108,0,1,71.6,.4542111,18.9,440,2719,2951,37.65311
18109,0,1,79.2,.5199752,22.3,1176,8060,8576,36.67704
18110,0,1,77,.5271461,20.7,860,4881,6418,54.3392
18111,0,1,78.9,.5117587,17,668,3912,5036,55.84641
18112,0,1,82.4,.4913099,20.5,371,2359,2755,34.27419
18113,0,1,91.9,.5558094,29.8,1046,6567,7945,39.01361
18114,0,1,82.9,.5391309,32.6,2846,21492,24587,39.86117
18115,0,1,84.7,.5451298,21.6,901,5318,5731,43.72921
18116,0,1,59.1,.4546333,10.9,1220,7241,7323,71.99601
18117,0,1,84.3,.502627,22.5,910,5710,8692,42.65248
18118,0,1,86.9,.6421295,17.5,2272,12172,13445,64.16251
18119,0,1,84.1,.6141169,9.2,600,3216,3061,76.78214
18120,0,1,75.7,.4860128,32.6,766,5648,6400,30.31084
19001,0,1,82.4,.5320912,21.2,3745,24742,24525,52.21772
19002,0,1,90.8,.60076,20,1589,9736,9770,48.13786
19003,0,1,88,.5451281,27.7,2124,14204,12927,43.40337
19004,0,1,81.5,.5471343,13.3,1536,9038,8329,62.47251
19005,0,1,86.9,.5754468,20.1,3067,17847,19093,59.67896
19006,0,1,85.1,.5392845,26.8,1526,9253,9927,48.84912
19007,0,1,88.3,.6263589,18.6,1392,7451,9021,58.70724
19008,0,1,89.3,.4566731,45.8,3554,31447,26300,33.22423
19009,0,1,89,.5203775,42.7,13686,106907,118699,35.45862
19010,0,1,88.2,.4899235,39.4,9117,77259,68544,27.48454
19011,0,1,88.1,.5908529,21.5,742,4045,4704,60.77542
19012,0,1,66.9,.3634239,20.9,441,3423,3515,33.88334
19013,0,1,87.1,.5716633,19.6,914,5477,5564,65.6883
19014,0,1,93.1,.614445,27.3,1516,8432,10820,52.83779
19015,0,1,87.1,.5436584,26.1,1480,10376,9715,51.29934
19016,0,1,86.8,.590974,21.7,2100,11212,12409,60.47523
19017,0,1,89.8,.5685271,49.3,14902,121120,110720,26.35896
19018,0,1,90.5,.6219478,18.2,1222,7044,6672,70.68468
19019,0,1,91.8,.5122815,20.6,1219,8183,12297,61.29419
19020,0,1,84.6,.5551392,16.5,2624,15479,15644,62.51966
19021,0,1,88.8,.6106702,19.7,2319,12727,12464,63.58334
19022,0,1,89.8,.5848177,23.4,1155,6007,7117,57.87027
19023,0,1,82.3,.5016003,27.3,3565,25933,24756,37.27486
19024,0,1,89.6,.5790552,22.5,2272,14648,14452,54.03659
19025,0,1,93.5,.6180766,27,1246,7258,8479,45.46548
19026,0,1,86.4,.5074253,43.9,12398,106595,104184,19.55345
19027,0,1,88,.5481883,27.7,2184,14931,14479,44.09199
19028,0,1,83.6,.5321011,37.3,5112,44905,39863,36.03899
19029,0,1,76.8,.4923035,20.3,4010,29104,25800,35.69025
19030,0,1,89.2,.5516424,29.2,967,5906,7142,45.485
19031,0,1,91.5,.6985698,42.6,1749,15662,12928,46.10331
19032,0,1,86.5,.5630679,27.4,2147,13977,12828,41.83963
19033,0,1,88,.590544,19.6,1308,7720,7971,65.42001
19034,0,1,87.6,.5692198,23.6,2630,16751,16156,52.73486
19035,0,1,89.9,.651168,25.3,2871,17980,16982,61.39647
19036,0,1,85,.5343643,33.3,36541,281207,352157,31.24861
19037,0,1,88.7,.5406201,36.2,6784,49963,51412,38.43578
19038,0,1,83,.4959628,26.1,1440,12261,10179,33.33765
19039,0,1,88.1,.6001958,17.7,1921,11238,10405,62.44209
19040,0,1,86.6,.5123526,33.7,7593,54199,56968,42.76767
19041,0,1,85.1,.5952486,19,861,4504,5133,63.94254
19042,0,1,87.7,.6028338,21.3,2098,11645,11344,60.96305
19043,0,1,90.2,.6251783,25.1,1622,8412,9745,55.58424
19044,0,1,86.5,.5188532,36.6,1869,17265,15635,16.76732
19045,0,1,90.5,.4999549,35.1,1361,11083,9748,33.36833
19046,0,1,90.8,.6286209,22.9,831,4626,4086,64.39753
19047,0,1,91.3,.5780286,24.3,1487,9567,8001,52.03965
19048,0,1,83.9,.525743,22.2,1360,9556,8375,48.11213
19049,0,1,84.7,.5724913,19,7041,42343,36793,61.77502
19050,0,1,81.4,.5638953,14.9,2401,15095,12925,60.87627
19051,0,1,84.3,.5299806,26.7,3545,25233,22584,37.99136
19052,0,1,91.6,.5917201,28.6,2809,18720,19351,42.94674
19053,0,1,88.8,.6025172,26.5,4591,29239,28947,53.64775
19054,0,1,84.4,.6130635,18.9,1079,5634,5451,66.7013
19055,0,1,79,.4913673,24.3,4489,33014,26501,34.39795
19056,0,1,90.2,.5919081,23.2,1417,8008,9340,52.40753
19057,0,1,86,.5194747,20.5,2701,18049,20378,43.87552
19058,0,1,89.7,.6014484,23.5,1579,8285,9884,54.79943
19059,0,1,89.6,.5681608,27.2,3398,21596,21730,43.39704
19060,0,1,90.6,.5760772,29.8,3055,18869,20988,39.37113
19061,0,1,90.9,.5769942,24.2,1074,7572,6768,45.68307
19062,0,1,85.8,.6143974,18.8,1363,6779,7072,58.50451
19063,0,1,89.8,.455321,18.9,759,6916,6451,65.08993
19064,0,1,92.5,.6229023,23.8,1252,7091,8794,55.82257
20001,0,1,88,.5519069,34.6,5413,38309,48898,19.25372
20002,0,1,86.1,.4937375,39.7,7609,56048,49177,36.98868
20003,0,1,88.8,.5496889,49.2,11929,81004,103876,17.0252
20004,0,1,92.3,.6045573,46.6,1370,9172,10911,25.34106
20005,0,1,89.4,.5747609,45.2,2048,13590,19005,28.59038
20006,0,1,89.5,.5682697,44.3,5697,39073,50713,20.84116
20007,0,1,91.2,.5796491,43.8,1859,11626,17401,27.83948
20008,0,1,83,.5237092,48.5,1197,7592,11097,31.4757
20009,0,1,86,.5575967,42.8,2962,19706,24793,21.22372
20010,0,1,88.5,.5370349,47.8,7405,61955,65745,20.55968
20011,0,1,93.3,.5865254,42.6,1202,7362,10010,24.59168
20012,0,1,86.1,.5289834,43.7,1588,10023,12846,21.45763
20013,0,1,86.1,.5363197,39.5,2745,17814,22113,25.4138
20014,0,1,88.7,.5727478,42.8,1598,10179,12432,30.47953
20015,0,1,84.2,.5263457,37.2,2137,14101,19318,39.96938
20016,0,1,86.9,.533482,37.9,6392,43949,56553,20.49761
21001,0,1,90.2,.5353295,33.4,5540,36570,49445,22.66718
21002,0,1,84.6,.4768084,39.3,12796,107431,104528,14.65571
21003,0,1,87,.5000635,42.5,30116,236248,269389,7.291669
21004,0,1,80.8,.5121861,28.2,54709,413381,542244,23.16618
21005,0,1,72.6,.5092804,28.6,1182,7866,7493,37.26454
21006,0,1,85.4,.5088263,30.3,1309,8384,11186,34.29545
21007,0,1,86.3,.5010809,30.2,3316,23130,30892,19.46088
21008,0,1,76.2,.411786,38.3,3040,24792,24357,22.19693
21009,0,1,85.5,.5177656,36.4,2498,17168,14787,29.18681
21010,0,1,84,.4796495,26.4,1827,12211,18006,39.41084
21011,0,1,82.8,.5076023,33.6,4722,34200,39177,23.46675
21012,0,1,85,.5468896,25.8,1698,9629,10819,43.42019
21013,0,1,84.2,.4461332,43.4,5018,40201,38041,18.03424
21014,0,1,85.5,.4873935,40.9,2311,17729,18975,16.24535
21015,0,1,83.7,.5321049,34.2,1050,7055,8602,32.6879
21016,0,1,93.9,.6169968,71.6,21521,161325,182432,6.288978
21017,0,1,89.8,.5102608,54.3,21085,183710,179633,8.821815
21018,0,1,86.1,.5037522,28.7,1107,7329,9330,36.73274
21019,0,1,77,.4299768,41.7,2487,21957,16560,33.40442
21020,0,1,77.5,.5110303,27.4,1325,8522,11262,44.22399
21021,0,1,88.7,.5230392,36.7,1370,8963,12825,31.94555
21022,0,1,82.5,.4785144,31.8,6112,41842,51770,22.71722
21023,0,1,86.2,.4976563,33.9,2966,21760,28196,27.26048
21024,0,1,80.6,.5029115,28.9,1509,10304,13677,40.16103
22001,0,1,90.9,.4825083,58.4,3626,30443,40486,17.70949
22002,0,1,90.8,.5612705,44.2,8217,60290,83200,13.85064
22003,0,1,82.4,.5296374,27.8,24962,166074,239005,16.65288
22004,0,1,88.7,.5540909,47.2,359,2200,3699,24.34918
22005,0,1,87.1,.5436178,46.9,33330,235592,340736,12.0432
22006,0,1,91.1,.5802147,47.6,3395,22633,32449,15.12888
22007,0,1,88.4,.5416658,42,24360,185644,249757,11.97813
22008,0,1,89,.6313808,43.5,5960,48074,56916,11.65804
22009,0,1,88.9,.5506997,53.8,70485,551956,709314,9.049252
22010,0,1,0,.4589274,57.1,166,1473,2239,15.69966
22011,0,1,92.7,.5835973,61.1,31350,221610,293584,7.276654
22012,0,1,89.3,.5368749,50.9,15586,107634,141633,12.34532
22013,0,1,82.8,.5080699,44.4,43031,341142,475267,17.27095
22014,0,1,87.1,.5493834,39.9,35012,245943,343373,12.49904
23001,0,1,93,.632902,32.2,473,2705,3566,29.34418
23002,0,1,91.5,.6443965,31.6,709,4176,4926,28.37469
23003,0,1,88.7,.5671183,34.9,4104,27310,29898,17.02766
23004,0,1,92.4,.5718464,35.1,1922,13675,14271,17.56269
23005,0,1,93.3,.6407833,38.8,785,4443,5810,33.398
23006,0,1,88.7,.5788739,31.8,766,4298,5383,29.52635
23007,0,1,92.9,.6582447,33.6,532,3008,3995,31.55773
23008,0,1,88.8,.5546201,41.5,2174,14729,17110,17.2578
23009,0,1,92.7,.570422,35.7,7147,50808,55261,14.27936
23010,0,1,89.6,.5962622,39.4,578,3371,4328,26.52648
23011,0,1,90.6,.5612358,39.3,9755,70204,81185,15.17729
23012,0,1,79.1,.4931649,37.9,2624,16386,18755,19.35688
23013,0,1,89.7,.5356095,43.7,8282,65460,75329,14.07372
23014,0,1,91,.5887182,35.5,2647,17054,19910,20.33746
23015,0,1,95,.6276051,40.7,991,5854,7369,25.2164
23016,0,1,94.6,.6028152,33.1,990,6536,7699,32.56054
23017,0,1,93.2,.5516692,39.8,2108,16325,16063,22.79714
23018,0,1,94.4,.6017767,38.5,825,5178,6260,31.4276
23019,0,1,93.1,.573494,39.6,2649,18675,18877,16.94095
23020,0,1,87.8,.5216599,36.9,321,2193,2820,30.40834
23021,0,1,93.8,.5638277,39.3,2282,15299,18500,23.30166
23022,0,1,95.1,.5545304,41.1,1466,9646,14361,23.3889
23023,0,1,92.6,.5850486,44.9,3556,23904,25780,13.9067
23024,0,1,88,.5951973,43.2,1152,6996,8716,27.32896
23025,0,1,90.4,.5406988,40,22135,183531,192874,13.73372
23026,0,1,97.8,.6320096,33,881,5011,5667,24.02177
23027,0,1,94.1,.6689914,39.4,1715,9607,14728,25.85726
23028,0,1,90.4,.5838973,43.1,2125,14333,19309,20.06874
23029,0,1,89.9,.5716942,40.2,2616,17749,19085,19.88134
23030,0,1,87.7,.5747198,45.6,2475,16147,18554,21.59127
23031,0,1,95.4,.6901575,33.4,2361,15169,20428,29.23545
23032,0,1,92,.6055412,29.9,2603,15520,17934,30.85523
23033,0,1,92.1,.6293781,53.2,12515,107066,106892,12.9151
23034,0,1,87.5,.5216933,38.8,2948,20859,22312,19.88266
23035,0,1,91.5,.4664859,46.2,986,7743,8656,25.55639
23036,0,1,98.8,.6707578,39.8,1185,7007,10265,21.53435
23037,0,1,87.7,.653074,41.6,2410,19177,15762,22.30111
23038,0,1,88.8,.5304416,41.1,7956,61347,73106,12.72252
23039,0,1,90.4,.5767891,47.8,9890,82694,88512,11.87451
23040,0,1,98.8,.638814,36.4,329,1855,2482,37.05002
23041,0,1,89.6,.5598536,42.7,21934,169405,193636,13.06391
23042,0,1,0,.5688559,20.4,157,944,1507,30.77233
23043,0,1,94.6,.649516,24.8,366,1963,3249,43.54222
23044,0,1,80.5,.5085229,35.6,3058,20357,21837,19.65441
23045,0,1,92.7,.5872596,40.6,687,4160,5068,32.59991
23046,0,1,89.7,.5815023,43.8,5750,37637,40279,16.88506
